Número de comprobante,Aciertos,Acreditado,Detalles,Diagnóstico
34167,,N,,
34172,,N,,
34175,51,,,
34187,,N,,
34199,,N,,
34208,,N,,
34209,,N,,
34215,66,,,
34216,49,,,
34225,48,,,
34233,,N,,
34235,33,,,
34246,93,,,
34248,94,,,
34259,56,,,
34261,77,,,
34271,70,,,
34290,,N,,
34293,,N,,
34299,52,,,
34308,,N,,
34321,47,,,
34348,,N,,
34352,,N,,
34357,54,,,
34360,44,,,
34367,74,,,
34372,45,,,
34388,,N,,
34389,60,,,
34394,,N,,
34399,,N,,
34400,94,,,
34406,,N,,
34408,89,,,
34411,50,,,
34413,57,,,
34420,,N,,
34425,,N,,
34427,75,,,
34434,,N,,
34440,62,,,
34441,91,,,
34445,58,,,
34448,90,,,
34450,,N,,
34459,50,,,
34468,41,,,
34473,32,,,
34475,61,,,
34484,,N,,
34495,106,S,Cita para entregar documentación.,
34499,,N,,
34506,,N,,
34509,,N,,
34512,43,,,
34521,55,,,
34529,63,,,
34532,70,,,
34563,41,,,
34577,62,,,
34584,46,,,
34587,59,,,
34609,,N,,
34612,45,,,
34623,,N,,
34625,46,,,
34637,51,,,
34639,,N,,
34641,85,,,
34650,36,,,
34658,33,,,
34663,,N,,
34664,,N,,
34678,108,S,Cita para entregar documentación.,
34681,,N,,
34682,46,,,
34683,44,,,
34687,57,,,
34690,77,,,
34700,58,,,
34701,46,,,
34708,85,,,
34715,45,,,
34720,30,,,
34721,,N,,
34728,38,,,
34735,97,S,Cita para entregar documentación.,
34741,58,,,
34743,31,,,
34746,,N,,
34747,49,,,
34750,43,,,
34754,43,,,
34758,56,,,
34759,73,,,
34764,,N,,
34769,43,,,
34773,64,,,
34775,75,,,
34779,50,,,
34787,54,,,
34800,55,,,
34806,85,,,
34820,37,,,
34824,34,,,
34825,,N,,
34827,,N,,
34829,87,,,
34834,,N,,
34837,,N,,
34842,,N,,
34846,67,,,
34852,69,,,
34853,50,,,
34854,64,,,
34856,100,S,Cita para entregar documentación.,
34857,,N,,
34858,,N,,
34865,,N,,
34872,49,,,
34876,90,,,
34878,51,,,
34881,46,,,
34884,,N,,
34890,83,,,
34893,52,,,
34904,60,,,
34906,32,,,
34934,34,,,
34954,44,,,
34958,44,,,
34960,74,,,
34964,,N,,
34970,,N,,
34972,,N,,
34973,44,,,
34981,56,,,
34984,,N,,
34986,,N,,
34993,,N,,
34997,56,,,
35005,75,,,
35025,,N,,
35028,37,,,
35034,70,,,
35036,,N,,
35039,,N,,
35042,49,,,
35045,,N,,
35046,57,,,
35054,,N,,
35061,,N,,
35066,51,,,
35074,70,,,
35075,41,,,
35076,,N,,
35077,,N,,
35081,,N,,
35086,,N,,
35091,,N,,
35095,,N,,
35099,,N,,
35101,52,,,
35104,57,,,
35107,,N,,
35109,,N,,
35111,,N,,
35115,,N,,
35135,,N,,
35137,,N,,
35144,82,,,
35158,40,,,
35163,,N,,
35169,,N,,
35178,48,,,
35179,,N,,
35181,,N,,
35182,85,,,
35183,33,,,
35184,41,,,
35193,,N,,
35212,45,,,
35227,55,,,
35228,49,,,
35236,34,,,
35248,,N,,
35249,,N,,
35251,67,,,
35253,,N,,
35273,33,,,
35274,,N,,
35279,29,,,
35302,54,,,
35307,34,,,
35310,,N,,
35320,,N,,
35321,64,,,
35326,,N,,
35327,,N,,
35328,53,,,
35334,47,,,
35337,,N,,
35341,45,,,
35342,,N,,
35350,,N,,
35351,,N,,
35353,39,,,
35359,,N,,
35360,80,,,
35364,,N,,
35372,,N,,
35373,59,,,
35386,99,S,Cita para entregar documentación.,
35388,56,,,
35395,97,S,Cita para entregar documentación.,
35414,56,,,
35419,29,,,
35421,51,,,
35424,63,,,
35430,,N,,
35436,30,,,
35454,46,,,
35455,,N,,
35463,42,,,
35464,,N,,
35468,,N,,
35469,48,,,
35487,63,,,
35497,,N,,
35498,54,,,
35505,,N,,
35506,38,,,
35516,48,,,
35518,77,,,
35524,,N,,
35539,33,,,
35551,45,,,
35568,38,,,
35580,,N,,
35584,54,,,
35586,52,,,
35596,,N,,
35597,57,,,
35607,73,,,
35610,60,,,
35612,,N,,
35626,41,,,
35632,41,,,
35648,,N,,
35653,46,,,
35661,48,,,
35662,59,,,
35664,55,,,
35669,65,,,
35684,46,,,
35693,65,,,
35694,,N,,
35710,44,,,
35714,44,,,
35716,67,,,
35721,47,,,
35727,,N,,
35740,42,,,
35745,41,,,
35749,,N,,
35753,64,,,
35755,67,,,
35761,56,,,
35762,,N,,
35767,40,,,
35768,95,,,
35781,,N,,
35784,69,,,
35801,93,,,
35802,46,,,
35814,89,,,
35820,92,,,
35821,,N,,
35822,66,,,
35826,54,,,
35829,58,,,
35840,71,,,
35841,59,,,
35844,53,,,
35846,56,,,
35853,,N,,
35854,104,S,Cita para entregar documentación.,
35861,84,,,
35869,31,,,
35873,54,,,
35888,69,,,
35902,,N,,
35907,47,,,
35910,,N,,
35916,54,,,
35919,57,,,
35928,,N,,
35935,53,,,
35937,48,,,
35938,53,,,
35941,44,,,
35944,51,,,
35948,,N,,
35949,55,,,
35956,,N,,
35962,52,,,
35963,53,,,
35985,,N,,
35990,79,,,
36000,65,,,
36004,,N,,
36006,,N,,
36009,,N,,
36011,65,,,
36014,67,,,
36016,102,S,Cita para entregar documentación.,
36018,27,,,
36022,,N,,
36028,62,,,
36029,74,,,
36041,35,,,
36042,67,,,
36047,56,,,
36054,,N,,
36062,,N,,
36064,74,,,
36068,,N,,
36074,,N,,
36080,92,,,
36083,84,,,
36087,,N,,
36092,50,,,
36094,33,,,
36109,,N,,
36119,,N,,
36129,68,,,
36131,,N,,
36133,92,,,
36143,100,S,Cita para entregar documentación.,
36146,77,,,
36154,65,,,
36158,58,,,
36164,56,,,
36165,62,,,
36177,95,,,
36180,92,,,
36184,,N,,
36188,46,,,
36189,93,,,
36190,95,,,
36191,55,,,
36197,,N,,
36201,,N,,
36209,51,,,
36216,75,,,
36230,,N,,
36236,57,,,
36238,,N,,
36260,55,,,
36261,,N,,
36275,71,,,
36278,,N,,
36282,,N,,
36292,73,,,
36295,47,,,
36296,62,,,
36297,83,,,
36314,57,,,
36315,82,,,
36325,,N,,
36334,27,,,
36335,54,,,
36336,,N,,
36343,40,,,
36347,57,,,
36359,,N,,
36360,,N,,
36367,,N,,
36368,45,,,
36375,57,,,
36377,52,,,
36391,,N,,
36392,,N,,
36414,45,,,
36422,,N,,
36440,48,,,
36446,,N,,
36453,46,,,
36456,60,,,
36460,86,,,
36465,79,,,
36468,70,,,
36471,49,,,
36473,59,,,
36476,32,,,
36486,59,,,
36491,32,,,
36492,38,,,
36503,,N,,
36505,50,,,
36507,49,,,
36509,56,,,
36512,58,,,
36518,,N,,
36523,,N,,
36525,38,,,
36526,52,,,
36534,41,,,
36538,,N,,
36542,31,,,
36545,,N,,
36555,45,,,
36557,52,,,
36561,62,,,
36565,84,,,
36567,67,,,
36571,51,,,
36573,40,,,
36575,67,,,
36581,,N,,
36594,,N,,
36602,56,,,
36604,51,,,
36608,49,,,
36616,31,,,
36617,71,,,
36619,,N,,
36630,45,,,
36643,,N,,
36645,46,,,
36647,49,,,
36653,46,,,
36655,86,,,
36657,,N,,
36661,42,,,
36664,,N,,
36666,73,,,
36668,39,,,
36675,,N,,
36687,,N,,
36720,,N,,
36729,,N,,
36751,61,,,
36756,,N,,
36758,33,,,
36766,48,,,
36775,,N,,
36780,36,,,
36781,49,,,
36783,,N,,
36785,,N,,
36788,47,,,
36797,,N,,
36805,66,,,
36809,78,,,
36813,,N,,
36840,74,,,
36852,62,,,
36854,,N,,
36859,103,S,Cita para entregar documentación.,
36860,,N,,
36867,84,,,
36875,,N,,
36879,81,,,
36898,72,,,
36904,41,,,
36909,,N,,
36915,,N,,
36916,80,,,
36925,,N,,
36929,84,,,
36935,,N,,
36936,25,,,
36937,81,,,
36948,64,,,
36950,,N,,
36951,,N,,
36957,,N,,
36958,57,,,
36968,78,,,
36971,,N,,
36974,63,,,
36975,,N,,
36976,50,,,
36980,,N,,
36987,49,,,
36993,54,,,
36996,46,,,
36998,44,,,
37005,37,,,
37008,75,,,
37016,77,,,
37025,,N,,
37052,44,,,
37059,77,,,
37064,71,,,
37065,43,,,
37066,59,,,
37067,65,,,
37071,51,,,
37089,,N,,
37094,51,,,
37096,81,,,
37102,,N,,
37103,53,,,
37106,64,,,
37113,,N,,
37114,61,,,
37120,57,,,
37123,46,,,
37137,57,,,
37140,49,,,
37142,38,,,
37145,57,,,
37151,,N,,
37153,60,,,
37160,51,,,
37175,,N,,
37176,,N,,
37184,115,S,Cita para entregar documentación.,
37194,,N,,
37198,39,,,
37199,,N,,
37203,,N,,
37205,,N,,
37208,,N,,
37211,,N,,
37215,82,,,
37218,87,,,
37223,49,,,
37224,57,,,
37234,,N,,
37244,60,,,
37251,50,,,
37260,76,,,
37265,,N,,
37269,72,,,
37270,,N,,
37271,,N,,
37274,65,,,
37284,31,,,
37291,41,,,
37292,41,,,
37294,,N,,
37298,55,,,
37299,85,,,
37300,80,,,
37314,51,,,
37321,71,,,
37322,,N,,
37331,88,,,
37334,62,,,
37338,44,,,
37359,,N,,
37360,49,,,
37372,59,,,
37373,,N,,
37374,70,,,
37388,,N,,
37389,39,,,
37703,58,,,
37705,,N,,
37730,84,,,
