Número de comprobante,Aciertos,Acreditado,Detalles
28397,38,,
28405,41,,
28418,36,,
28474,83,,
28511,84,,
28540,49,,
28545,76,,
28558,41,,
28574,35,,
28597,44,,
28643,61,,
28651,46,,
28676,,N,
28703,50,,
28705,64,,
28734,89,,
28771,,N,
28806,104,S,
28909,83,,
28968,66,,
28988,85,,
29036,102,S,Cita para entregar documentación.
29093,46,,
29116,70,,
29130,82,,
29196,80,,
29248,92,,
29249,98,,
29280,43,,
29323,61,,
29439,,N,
29630,84,,
29667,49,,
29681,33,,
29690,44,,
29724,35,,
29749,59,,
29756,52,,
29870,64,,
29903,,N,
29945,,N,
29951,29,,
29958,95,,
29977,48,,
30025,,N,
30042,66,,
30119,62,,
30145,102,S,Cita para entregar documentación.
30169,47,,
30216,,N,
30246,,N,
30294,70,,
30314,37,,
30400,,N,
30609,49,,
30620,73,,
30622,85,,
30654,83,,
30672,68,,
30707,,N,
30804,38,,
30846,58,,
30872,38,,
30905,,N,
31027,65,,
31134,,N,
31314,,N,
31323,39,,
31347,41,,
31348,,N,
31390,76,,
31393,,N,
31396,37,,
31416,68,,
31455,,N,
31515,65,,
31674,104,S,Cita para entregar documentación.
31771,,N,
31772,,N,
31778,79,,
31782,,N,
31787,,N,
31795,58,,
31822,85,,
31842,,N,
31891,,N,
31945,80,,
32025,71,,
32032,50,,
32034,68,,
32056,66,,
32064,36,,
32071,59,,
32114,,N,
32177,49,,
32196,79,,
32222,74,,
32229,,N,
32248,81,,
32262,102,S,Cita para entregar documentación.
32273,50,,
32279,,N,
32328,105,S,Cita para entregar documentación.
32341,,N,
32363,,N,
32469,,N,
32481,,N,
32486,,N,
32527,,N,
32528,109,S,Cita para entregar documentación.
32548,,N,
32549,,N,
32575,34,,
32644,,N,
32677,38,,
32682,69,,
32685,49,,
32709,68,,
32735,95,,
32777,,N,
32787,,N,
32789,,N,
32803,,N,
32900,,N,
32909,,N,
32912,,N,
32916,53,,
32917,58,,
32922,91,,
32943,,N,
32982,66,,
33021,,N,
33171,31,,
33185,84,,
33196,64,,
33314,83,,
33370,,N,
33470,74,,
33526,,N,
33530,47,,
33547,89,,
33567,,N,
33573,113,S,Cita para entregar documentación.
33603,108,S,Cita para entregar documentación.
33627,52,,
33651,,N,
33675,,N,
33736,,N,
33754,,N,
33755,,N,
33760,,N,
33775,,N,
33876,,N,
33891,,N,
33893,,N,
33908,,N,
33941,,N,
33946,,N,
34046,,N,
34065,103,S,
34077,,N,
34126,110,S,Cita para entregar documentación.
34157,,N,
34195,45,,
34200,98,,
34217,,N,
34219,47,,
34225,,N,
34295,,N,
34303,,N,
34520,,N,
34524,,N,
34555,,N,
34567,,N,
34653,46,,
34666,,N,
34667,48,,
34804,,N,
34813,,N,
34823,38,,
34829,97,,
34867,,N,
34874,,N,
34910,,N,
34966,40,,
34998,65,,
35032,76,,
35092,,N,
35108,69,,
35137,,N,
35149,,N,
35178,37,,
35185,34,,
35276,83,,
35342,72,,
35353,,N,
35913,,N,
35923,69,,
